"transit_timestamp","transit_mode","station_complex_id","station_complex","borough","payment_method","fare_class_category","ridership","transfers","latitude","longitude","Georeference"
"09/15/2025 01:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Other","75","0","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 01:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Seniors & Disability","72","3","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 12:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Fair Fare","17","1","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 12:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Seniors & Disability","16","1","40.692337","-73.98734","POINT (-73.98734 40.692337)"
"09/15/2025 12:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Fair Fare","59","3","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 12:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Other","39","1","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 12:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Unlimited 7-Day","42","0","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 12:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Full Fare","927","24","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 11:00:00 AM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Full Fare","44","0","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 11:00:00 AM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Students","88","2","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 12:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Students","86","1","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 01:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Other","106","7","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 01:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Fair Fare","70","6","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 12:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Full Fare","38","3","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 01:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Unlimited 30-Day","52","0","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 01:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Students","85","1","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 12:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Other","119","0","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 12:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Unlimited 30-Day","56","0","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 01:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Full Fare","1,139","46","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 01:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Seniors & Disability","11","3","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 01:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Fair Fare","23","1","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 01:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Unlimited 7-Day","47","0","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 02:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Full Fare","1,214","44","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 02:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Other","63","1","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 01:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Full Fare","67","3","40.692337","-73.98734","POINT (-73.98734 40.692337)"
"09/15/2025 02:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Other","140","2","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 02:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Seniors & Disability","78","6","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 03:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Other","199","0","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 03:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Seniors & Disability","17","2","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 03:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Other","56","0","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 03:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Full Fare","1,932","44","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 03:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Fair Fare","23","1","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 02:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Seniors & Disability","12","1","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 02:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Unlimited 30-Day","77","0","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 02:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Unlimited 7-Day","35","0","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 02:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Fair Fare","73","8","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 02:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Fair Fare","26","2","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 02:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Full Fare","81","3","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 02:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Students","355","5","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 03:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Unlimited 7-Day","54","0","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 03:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Unlimited 30-Day","114","0","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 04:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Fair Fare","34","1","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 03:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Full Fare","110","7","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 03:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Fair Fare","115","10","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 03:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Students","735","10","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 04:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Unlimited 30-Day","157","0","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 03:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Seniors & Disability","125","9","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 04:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Other","66","1","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 04:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Fair Fare","134","8","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 04:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Full Fare","178","6","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 04:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Unlimited 7-Day","65","0","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 05:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Full Fare","3,257","72","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 05:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Fair Fare","157","7","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 05:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Students","302","9","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 04:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Other","231","0","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 04:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Seniors & Disability","24","2","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 04:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Full Fare","2,730","98","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 04:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Students","454","9","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 06:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Unlimited 30-Day","116","0","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 05:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Fair Fare","35","1","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 05:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Other","146","1","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 05:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Seniors & Disability","18","0","40.692337","-73.98734","POINT (-73.98734 40.692337)"
"09/15/2025 05:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Seniors & Disability","162","16","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 05:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Other","99","0","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 06:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Full Fare","98","6","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 05:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Unlimited 30-Day","164","0","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 05:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Full Fare","181","5","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 05:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Unlimited 7-Day","53","0","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 04:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Seniors & Disability","159","11","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 06:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Seniors & Disability","7","1","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 06:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Students","170","9","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 08:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Fair Fare","32","1","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 06:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Fair Fare","25","2","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 07:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Students","107","1","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 07:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Fair Fare","18","0","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 07:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Other","45","1","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 07:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Seniors & Disability","4","0","40.692337","-73.98734","POINT (-73.98734 40.692337)"
"09/15/2025 07:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Seniors & Disability","44","6","40.692337","-73.98734","POINT (-73.98734 40.692337)"
"09/15/2025 06:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Unlimited 7-Day","40","0","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 06:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Other","83","1","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 06:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Other","69","0","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 06:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Fair Fare","85","9","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 06:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Full Fare","1,746","87","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 06:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Seniors & Disability","68","13","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 07:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Full Fare","66","2","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 07:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Unlimited 7-Day","40","0","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 07:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Other","77","2","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 08:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Full Fare","46","0","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 08:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Other","49","0","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 08:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Fair Fare","99","3","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 08:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Other","74","0","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 07:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Full Fare","1,365","43","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 07:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Unlimited 30-Day","74","0","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 07:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Fair Fare","85","6","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 09:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Unlimited 7-Day","26","0","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 08:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Unlimited 7-Day","30","0","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 08:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Students","67","0","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 08:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Unlimited 30-Day","48","0","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 08:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Full Fare","1,216","25","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 10:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Other","16","0","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 08:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Seniors & Disability","5","0","40.692337","-73.98734","POINT (-73.98734 40.692337)"
"09/15/2025 08:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Seniors & Disability","38","1","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 10:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Other","22","0","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 10:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Seniors & Disability","2","0","40.692337","-73.98734","POINT (-73.98734 40.692337)"
"09/15/2025 09:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Seniors & Disability","18","1","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 09:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Fair Fare","7","0","40.692337","-73.98734","POINT (-73.98734 40.692337)"
"09/15/2025 09:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Fair Fare","36","1","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 09:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Other","50","0","40.692337","-73.98734","POINT (-73.98734 40.692337)"
"09/15/2025 09:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Full Fare","601","24","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 09:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Other","26","1","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 11:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Other","30","0","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 09:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Students","21","0","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 09:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Full Fare","15","0","40.692337","-73.98734","POINT (-73.98734 40.692337)"
"09/15/2025 09:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Seniors & Disability","2","1","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 10:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Full Fare","6","0","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 10:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Full Fare","282","20","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 10:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Unlimited 7-Day","14","0","40.692337","-73.98734","POINT (-73.98734 40.692337)"
"09/15/2025 10:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Fair Fare","23","2","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 10:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Fair Fare","4","0","40.692337","-73.98734","POINT (-73.98734 40.692337)"
"09/15/2025 10:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Unlimited 30-Day","14","0","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 10:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Seniors & Disability","13","4","40.692337","-73.98734","POINT (-73.98734 40.692337)"
"09/15/2025 10:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Students","11","0","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 09:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Unlimited 30-Day","35","0","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 11:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Unlimited 30-Day","11","0","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 11:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Unlimited 7-Day","7","0","40.692337","-73.98734","POINT (-73.98734 40.692337)"
"09/15/2025 11:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Seniors & Disability","2","1","40.692337","-73.98734","POINT (-73.98734 40.692337)"
"09/16/2025 12:00:00 AM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Unlimited 30-Day","8","0","40.692337","-73.98734","POINT (-73.98734 40.692337)"
"09/16/2025 12:00:00 AM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Unlimited 7-Day","11","0","40.692337","-73.98734","POINT (-73.98734 40.692337)"
"09/16/2025 02:00:00 AM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Full Fare","2","0","40.692337","-73.98734","POINT (-73.98734 40.692337)"
"09/16/2025 01:00:00 AM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Full Fare","25","1","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/16/2025 01:00:00 AM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Other","18","0","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/16/2025 01:00:00 AM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Unlimited 30-Day","1","0","40.692337","-73.98734","POINT (-73.98734 40.692337)"
"09/15/2025 11:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Fair Fare","3","0","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 11:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Full Fare","8","2","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 11:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Seniors & Disability","9","2","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/16/2025 01:00:00 AM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Fair Fare","1","0","40.692337","-73.98734","POINT (-73.98734 40.692337)"
"09/16/2025 01:00:00 AM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Students","2","1","40.692337","-73.98734","POINT (-73.98734 40.692337)"
"09/15/2025 11:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Fair Fare","12","3","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 11:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Full Fare","170","12","40.692337","-73.98594","POINT (-73.98594 40.692337)"
"09/15/2025 11:00:00 PM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Students","7","0","40.692337","-73.98734","POINT (-73.98734 40.692337)"
"09/16/2025 03:00:00 AM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","metrocard","Metrocard - Unlimited 7-Day","1","0","40.692337","-73.98734","POINT (-73.98734 40.692337)"
"09/16/2025 03:00:00 AM","subway","636","Jay St-MetroTech (A,C,F,R)","Brooklyn","omny","OMNY - Full Fare","8","1","40.692337","-73.98734","POINT (-73.98734 40.692337)"
